,Unnamed: 0,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,person_emp_length_bin,loan_amnt_bin,loan_percent_income_bin,cb_person_cred_hist_length_bin,loan_intent_bin
24663,26486,28,85000,RENT,1.0,EDUCATION,A,14400,9.07,0,0.17,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
24664,26488,28,103992,MORTGAGE,3.0,PERSONAL,B,18000,10.99,0,0.17,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
24665,26489,33,104000,MORTGAGE,3.0,EDUCATION,A,16000,7.619000000000012,0,0.15,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24666,26490,27,104000,MORTGAGE,11.0,PERSONAL,B,10000,10.65,0,0.1,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
24667,26491,29,104000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,35000,7.49,0,0.34,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
24668,26492,27,104000,OWN,10.0,EDUCATION,B,35000,10.703950000000011,0,0.34,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
24669,26493,30,96000,RENT,4.0,PERSONAL,B,14400,10.951250000000002,0,0.15,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
24670,26494,27,104000,OWN,4.0,EDUCATION,E,35000,17.99,0,0.34,Y,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
24671,26495,29,104000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,18000,7.66,0,0.17,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
24672,26496,33,104000,MORTGAGE,15.0,MEDICAL,B,3500,10.74,0,0.03,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24673,26497,29,30000,OWN,0.0,PERSONAL,A,10000,6.17,0,0.33,N,5,person_age_Bin3,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
24674,26498,32,100000,RENT,7.0,EDUCATION,C,14400,13.35,0,0.14,Y,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24675,26499,28,100000,RENT,10.0,HOMEIMPROVEMENT,C,14400,13.85,0,0.14,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24676,26500,28,104000,MORTGAGE,12.0,PERSONAL,D,20000,14.846349999999996,0,0.19,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
24677,26501,28,92000,MORTGAGE,8.0,PERSONAL,C,7750,14.22,1,0.08,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
24678,26502,30,50000,RENT,3.0,DEBTCONSOLIDATION,C,14475,13.44214999999998,0,0.29,Y,6,person_age_Bin4,person_income_Bin3,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin5
24679,26503,32,28800,RENT,4.0,PERSONAL,E,14500,16.7,1,0.5,N,10,person_age_Bin4,person_income_Bin1,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
24680,26504,32,104000,MORTGAGE,12.0,VENTURE,E,17000,14.82,0,0.16,Y,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
24681,26505,27,104525,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.4,0,0.06,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24682,26506,30,30000,RENT,1.0,PERSONAL,B,14500,11.143700000000006,1,0.48,N,8,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
24683,26507,30,105000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,26000,7.51,0,0.25,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
24684,26508,34,31000,RENT,5.0,MEDICAL,A,14500,7.88,1,0.47,N,10,person_age_Bin4,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
24685,26509,32,105000,MORTGAGE,17.0,MEDICAL,C,5000,14.65,0,0.05,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24686,26510,27,105000,MORTGAGE,11.0,EDUCATION,A,28000,7.895900000000014,0,0.27,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin2
24687,26511,33,105000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,26375,9.91,0,0.25,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
24688,26512,29,105000,MORTGAGE,4.0,VENTURE,A,12000,6.62,0,0.11,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
24689,26513,35,32000,RENT,4.0,MEDICAL,A,14500,6.17,1,0.45,N,9,person_age_Bin4,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
24690,26514,27,35000,RENT,4.0,DEBTCONSOLIDATION,C,14500,13.98,1,0.41,Y,8,person_age_Bin3,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
24691,26515,30,105000,MORTGAGE,6.0,EDUCATION,A,10000,5.99,0,0.1,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24692,26516,34,105000,MORTGAGE,14.0,VENTURE,A,12000,6.99,0,0.11,N,5,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
24693,26517,28,30000,RENT,1.0,MEDICAL,B,14500,11.14,1,0.48,N,8,person_age_Bin3,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
24694,26519,30,40581,RENT,14.0,VENTURE,C,14500,13.23,1,0.36,N,10,person_age_Bin4,person_income_Bin3,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin1
24695,26520,35,105000,MORTGAGE,11.0,EDUCATION,A,10000,7.1383,0,0.1,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24696,26521,30,105000,MORTGAGE,14.0,MEDICAL,B,7725,10.524850000000006,0,0.07,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24697,26522,32,105000,MORTGAGE,5.0,EDUCATION,A,12100,5.99,0,0.12,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24698,26523,27,105000,MORTGAGE,7.0,EDUCATION,A,11000,7.49,0,0.1,N,5,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24699,26524,28,105000,MORTGAGE,12.0,EDUCATION,A,7000,6.967049999999998,0,0.07,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24700,26525,35,105000,MORTGAGE,18.0,PERSONAL,B,3000,10.37,0,0.03,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
24701,26526,32,79050,MORTGAGE,10.0,MEDICAL,F,24000,18.62,1,0.26,Y,8,person_age_Bin4,person_income_Bin4,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
24702,26527,34,105000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,5.42,0,0.05,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24703,26528,28,105000,MORTGAGE,8.0,VENTURE,B,12000,9.63,0,0.11,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
24704,26529,27,105000,MORTGAGE,3.0,EDUCATION,C,25000,12.23,0,0.24,N,5,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin2
24705,26530,28,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,24000,7.341300000000006,0,0.23,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin5
24706,26531,29,105000,MORTGAGE,3.0,VENTURE,A,20000,6.91,0,0.19,N,8,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
24707,26532,31,30000,OWN,2.0,HOMEIMPROVEMENT,B,2950,10.75,0,0.1,N,7,person_age_Bin4,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24708,26533,27,105000,MORTGAGE,9.0,PERSONAL,A,24000,6.17,0,0.23,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin3
24709,26534,32,105000,MORTGAGE,11.0,MEDICAL,A,20000,6.54,0,0.19,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
24710,26535,27,30000,OWN,6.0,EDUCATION,D,1800,14.84,0,0.06,Y,5,person_age_Bin3,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin2
24711,26536,33,79050,MORTGAGE,17.0,MEDICAL,D,12750,15.95,1,0.14,N,10,person_age_Bin4,person_income_Bin4,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24712,26537,34,105000,MORTGAGE,2.0,MEDICAL,A,10000,7.51,0,0.1,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24713,26538,30,105000,MORTGAGE,0.0,VENTURE,C,6000,14.72,0,0.06,Y,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin1
24714,26539,28,105000,MORTGAGE,1.0,MEDICAL,B,25000,11.12,0,0.24,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
24715,26540,29,105000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.11,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24716,26541,31,30000,OWN,6.0,VENTURE,B,2500,11.36,0,0.08,N,9,person_age_Bin4,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
24717,26542,29,105000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,17000,10.25,0,0.16,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin5
24718,26543,27,76000,RENT,2.0,MEDICAL,C,14500,12.73,0,0.19,N,10,person_age_Bin3,person_income_Bin4,person_emp_length_Bin2,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
24719,26544,30,105000,OWN,14.0,HOMEIMPROVEMENT,B,15400,11.36,0,0.15,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24720,26545,30,105000,MORTGAGE,12.0,EDUCATION,A,12000,7.88,0,0.11,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24721,26546,30,105000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,13000,10.25,0,0.12,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24722,26548,30,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,0,0.19,N,5,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
24723,26549,33,90000,RENT,8.0,DEBTCONSOLIDATION,C,14500,14.65,0,0.16,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin5
24724,26550,33,105000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.74,0,0.07,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24725,26551,30,30000,OWN,4.0,PERSONAL,D,8000,15.7,0,0.27,Y,10,person_age_Bin4,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin5,cb_person_cred_hist_length_Bin2,bin3
24726,26552,27,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.48,0,0.19,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin2
24727,26553,31,30000,OWN,2.0,VENTURE,A,10000,7.88,0,0.33,N,5,person_age_Bin4,person_income_Bin2,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin1
24728,26554,29,105000,MORTGAGE,13.0,PERSONAL,C,5000,12.53,0,0.05,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
24729,26555,28,105000,MORTGAGE,0.0,VENTURE,B,19000,12.21,0,0.18,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin1
24730,26556,29,105000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,15000,14.42,0,0.14,Y,5,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24731,26557,33,105000,MORTGAGE,6.0,PERSONAL,C,5150,12.41,0,0.05,Y,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
24732,26558,31,40000,RENT,2.0,DEBTCONSOLIDATION,C,14600,13.511249999999984,1,0.36,Y,5,person_age_Bin4,person_income_Bin3,person_emp_length_Bin2,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
24733,26559,27,105600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.09,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
24734,26560,31,93900,MORTGAGE,13.0,VENTURE,F,24000,16.08,1,0.26,Y,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin1
24735,26561,29,93924,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,15.520499999999988,1,0.09,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
24736,26562,28,28800,RENT,1.0,EDUCATION,C,15000,14.65,1,0.52,Y,8,person_age_Bin3,person_income_Bin1,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
24737,26563,29,105996,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19400,11.579150000000013,0,0.18,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin5
24738,26564,27,106000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,4000,11.71,0,0.04,N,6,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24739,26565,35,106000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,15000,15.96,0,0.14,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
24740,26566,33,106000,MORTGAGE,2.0,EDUCATION,A,6000,8.49,0,0.06,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin2
24741,26567,34,106000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,7.29,0,0.07,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24742,26568,32,106000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,5.79,0,0.11,N,8,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24743,26569,31,106000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,2400,9.63,0,0.02,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24744,26570,27,106000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,24000,13.8,0,0.23,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin4
24745,26571,30,106000,MORTGAGE,11.0,VENTURE,F,10000,19.154000000000043,0,0.09,N,9,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin1
24746,26572,28,28896,RENT,6.0,PERSONAL,C,15000,13.48,1,0.52,Y,8,person_age_Bin3,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
24747,26573,31,106000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.14,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin5
24748,26574,31,30000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.0,1,0.5,N,6,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
24749,26575,32,106000,MORTGAGE,3.0,MEDICAL,A,10000,7.236600000000001,0,0.09,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24750,26576,34,106000,MORTGAGE,3.0,MEDICAL,A,9000,7.88,0,0.08,N,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24751,26577,31,106000,MORTGAGE,3.0,MEDICAL,B,6000,10.99,0,0.06,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin4
24752,26578,27,106000,OWN,3.0,PERSONAL,D,16000,14.96,0,0.15,Y,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
24753,26579,28,31200,RENT,5.0,MEDICAL,B,15000,11.83,1,0.48,N,9,person_age_Bin3,person_income_Bin2,person_emp_length_Bin4,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin4
24754,26580,32,106300,MORTGAGE,13.0,PERSONAL,A,20000,7.025299999999999,0,0.19,N,5,person_age_Bin4,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin3
24755,26581,29,106300,MORTGAGE,9.0,PERSONAL,A,6000,7.342850000000006,0,0.06,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
24756,26582,28,106358,MORTGAGE,5.0,EDUCATION,A,13125,7.66,0,0.12,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin4,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24757,26583,31,30000,OWN,0.0,HOMEIMPROVEMENT,C,5000,12.53,0,0.17,Y,6,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin4
24758,26584,35,106369,MORTGAGE,2.0,MEDICAL,A,8325,6.99,0,0.08,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin4
24759,26585,29,106369,MORTGAGE,14.0,DEBTCONSOLIDATION,A,18000,6.17,0,0.17,N,9,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin4,loan_percent_income_Bin3,cb_person_cred_hist_length_Bin2,bin5
24760,26586,35,106500,MORTGAGE,4.0,PERSONAL,A,14550,7.4311500000000095,0,0.14,N,10,person_age_Bin4,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin3
24761,26588,27,32000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.170200000000008,1,0.47,N,7,person_age_Bin3,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
24762,26589,30,32000,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.42,1,0.47,N,5,person_age_Bin4,person_income_Bin2,person_emp_length_Bin1,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin5
24763,26590,27,107000,MORTGAGE,11.0,VENTURE,B,35000,9.63,0,0.33,N,7,person_age_Bin3,person_income_Bin5,person_emp_length_Bin5,loan_amnt_Bin5,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin1
24764,26591,29,107000,MORTGAGE,3.0,PERSONAL,B,25000,10.99,0,0.23,N,5,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin5,loan_percent_income_Bin4,cb_person_cred_hist_length_Bin2,bin3
24765,26592,28,32568,RENT,3.0,EDUCATION,D,15000,14.526149999999998,1,0.46,N,9,person_age_Bin3,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin2
24766,26593,30,107000,MORTGAGE,2.0,PERSONAL,A,5000,7.396600000000004,0,0.05,N,7,person_age_Bin4,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin3
24767,26594,27,32960,RENT,3.0,PERSONAL,A,15000,6.91,1,0.46,N,5,person_age_Bin3,person_income_Bin2,person_emp_length_Bin3,loan_amnt_Bin4,loan_percent_income_Bin6,cb_person_cred_hist_length_Bin2,bin3
24768,26595,27,107000,MORTGAGE,2.0,EDUCATION,A,10800,9.63,0,0.1,N,5,person_age_Bin3,person_income_Bin5,person_emp_length_Bin2,loan_amnt_Bin2,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
24769,26596,30,107000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,2500,10.78,0,0.02,Y,6,person_age_Bin4,person_income_Bin5,person_emp_length_Bin1,loan_amnt_Bin1,loan_percent_income_Bin1,cb_person_cred_hist_length_Bin2,bin5
24770,26597,27,107000,MORTGAGE,4.0,EDUCATION,A,11500,8.38,0,0.11,N,10,person_age_Bin3,person_income_Bin5,person_emp_length_Bin3,loan_amnt_Bin3,loan_percent_income_Bin2,cb_person_cred_hist_length_Bin2,bin2
